id,lyrics,label
T2_TRAIN_0032,"si no le contesto si no le contesto si no le contesto, se desespera piensa que con otra estoy haciendo lo que le hacía a ella, eah, eah, eah como tu mente maquinea, cuando en la mía estoy mujer, no quiero más pelea, no más pelea si no le contesto, se desespera piensa que con otra estoy haciendo lo que le hacía a ella, eah, eah, eah como tu mente maquinea, cuando en la mía estoy mujer, no quiero más pelea, no más pelea tú te sentías bien segura, bien segura de mi amor ¿se te olvidó que nadie manda en su corazón? corazón ahora me pide amor, y no tengo no tengo en el tiempo que me pediste se murió na de chocolates, ni cartas, ni flores ¿copiaste? im sorry, yo no los maté mucho tiempo gasté, no lo utilizaste solo me querías como un cuate dime lo que tú te crees si tengo otra gata, eso no es de tu interés no te coja tanto estrés solo hablemos de sex, que ahora tú eres mi ex si no le contesto, se desespera piensa que con otra estoy haciendo lo que le hacía a ella, eah, eah, eah como tu mente maquinea, cuando en la mía estoy mujer, no quiero más pelea, no más pelea si no le contesto, se desespera piensa que con otra estoy haciendo lo que le hacía a ella, eah, eah, eah como tu mente maquinea, cuando en la mía estoy mujer, no quiero más pelea, no más pelea y yo te dije que tú iba a volver pa atrá que nadie como yo te iba a tratar yo estaba seguro que tú estaba equivoca pero tú decidiste por la vida volar y vuela, vuela, vuela, vuela si quieres probar, dale, prueba si no vale la pena, mejor que se muera que yo sigo tranquilo gozando de la buena a mí tú no me vengas a montar esa escena a mí tú no me vengas con cuentitos de novelas tú sabes que por ti yo hacía lo que fuera que lo que tú tenías lo que quería otras girlas si no le contesto, se desespera piensa que con otra estoy haciendo lo que le hacía a ella, eah, eah, eah como tu mente maquinea, cuando en la mía estoy mujer, no quiero más pelea, no más pelea si no le contesto, se desespera piensa que con otra estoy haciendo lo que le hacía a ella, eah, eah, eah pina como tu mente maquinea ya les hemos demostrado bastante, demasiado cuando en la mía estoy nosotros somos el nuevo dream team jaja mujer, no quiero más pelea, no más pelea yo se los había dicho house of pleasure en la pista el haze haze el productor de to esos productores jajaja productorcitos house of pleasure",S
T2_TRAIN_0033,"aflójate el pañuelo que llevas en el pelo desliza ese vestido que va ceñido a ti descálzate y camina sin miedo hasta mis brazos que voy a amarte tanto que vas a ser feliz desprende con malicia tu pelo aprisionado despójate de prisa de todo lo demás deja correr mis manos por donde te estremeces quiero por fin tenerte y hacerte mía ya voy a llenarte toda, toda lentamente y poco a poco con mis besos voy a llenarte toda, toda y a cubrirte con mi amor todo tu cuerpo voy a amarte sin fin sin razón ni medida que sólo para amarte necesito la vida voy a llenarte toda, toda lentamente y poco a poco con mis besos voy a llenarte toda, toda y a cubrirte con mi amor todo tu cuerpo voy a amarte sin fin sin razón ni medida que sólo para amarte necesito la vida aflójate el pañuelo que llevas en el pelo desliza ese vestido que va ceñido a ti descálzate y camina sin miedo hasta mis brazos que voy a amarte tanto que vas a ser feliz desprende con malicia tu pelo aprisionado despójate de prisa de todo lo demás deja correr mis manos por donde te estremeces quiero por fin tenerte y hacerte mía ya voy a llenarte toda, toda lentamente y poco a poco con mis besos voy a llenarte toda, toda y a cubrirte con mi amor todo tu cuerpo voy a amarte sin fin sin razón ni medida que sólo para amarte necesito la vida voy a llenarte toda, toda lentamente y poco a poco con mis besos voy a llenarte toda, toda y a cubrirte con mi amor todo tu cuerpo voy a amarte sin fin sin razón ni medida que sólo para amarte necesito la vida voy a llenarte toda, toda lentamente y poco a poco con mis besos voy a llenarte toda, toda y a cubrirte con mi amor todo tu cuerpo",NR
T2_TRAIN_0034,"o kingz, ¡mambo kingz! cuando ustede me ven, yo sé que tiemblan yo estoy ready twenty four hours el father, pídanme la bendición yeh, yeh, yeh, yeh tú no metes cabra, saramambiche yeh tú no metes cabra, saramambiche ¡wouh! tú no metes cabra, saramambiche no! tú no metes cabra, saramambiche ¡rrr! tú no metes cabra, saramambiche yeh tú no metes cabra, saramambiche ¡plo-plo! tú no metes cabra, saramambiche chiqui y si te me esbocas, nos vamos al switche ¡plo! yeh, estoy subiendo como espuma prendiéndole en la cara al que no fuma ando con adidas, veloces como un puma el undertaker saliendo de la bruma y se apagan las luce, prende el wax para que me muse tú no metes cabra, tú no luces no es el mercedes, es quien lo conduce y dime qué son retro sin un jordan que las use, yeh evita el delay aquí si no te ponchamos, te damos doble play ¡wouh! no existe replay son miami sin lebron y wade ¡prr! nos vamos a switcher, aunque me fichen yeh me tiran, pero soy un pitcher pitcher tu jeva loca que me la chiche ¡wouh! yo matando y tú mirando en los bleacher, yeh tú no metes cabra, saramambiche tú no metes cabra, saramambiche tú no metes cabra, saramambiche tú no metes cabra, saramambiche jajaja tú no metes cabra, saramambiche no tú no metes cabra, saramambiche hmm, ¡no! tú no metes cabra, saramambiche yeh y si te me esbocas, nos vamos al switche yo controlo la calle sin ser bichote un melón y pico entro el pote chiqui yo tengo el pique flow chipotle ¡wouh! shaquille oneal debajo el aro, nadie me quita un rebote la nueva religión, yo soy la nueva era do it el responsable de que ustede se cayeran yeh apartamento frente al mar, lo tengo de pecera ¡wouh! y el sour diesel directo de la nevera se bebe y se chinga como en prom prom yo soy un hijueputa.com en el vip soy donald trump yeh yo tengo to gucci, hasta las foap, yeh huh-huh tú no metes cabra, saramambiche tú no metes cabra, saramambiche tú no metes cabra, saramambiche tú no metes cabra, saramambiche ¡wouh! tú no metes cabra, saramambiche ¡no! tú no metes cabra, saramambiche tú no metes cabra, saramambiche y si te me esbocas, nos vamos al switche yo no escucho lo que ustedes están diciendo allá abajo yeh, yeh, yeh, yeh bad bunny, baby, bebé, bebé trap kingz, baby el jefe hear this music el jefe jajajaja díselo, luian mambo kingz, ¡mambo kingz!",NR
T2_TRAIN_0035,"tú sabes que somos de calle, hay cría y corazón siente el fuego, las reglas del juego las pongo yo porque somos de calle, hay cría y corazón siente el fuego, las reglas del juego las pongo yo brega legal, o nos vamo a lo ilegal esto es negocio, pa, no lo cojas personal y yo sé que hoy día estás aquí, mi pana y no sé si por bravo no estás mañana ¿qué es lo que quieres? yo sé qué tú quieres dinero-dinero es lo que to el mundo quiere so, glotón, verás tu final por la ambición la ambición es el primer paso a la traición sí, señor, por eso es que los revientan pues, no puedes morder la mano que te alimenta y aquí no puede romper la palabra de hombre pues, con tu vida puede ser que a ti te la cobren no dañes tu récord, pa, con un anormal las leyes de la calle no son las del tribunal aquí los jueces dictan las sentencias con fuego en duelos es donde no existe el arreglo ni el consuelo tú sabes que somos de calle, hay cría y corazón siente el fuego, las reglas del juego las pongo yo porque somos de calle, hay cría y corazón siente el fuego, las reglas del juego las pongo yo hay quien nace pa líder, otro pa seguidor el segundo es tu gran admirador ajá pasa el tiempo y te exigen posiciones le enseñas algo y te quieren dar instrucciones brinca cuica, serruchador ¿se te olvidó cuando me pedías un favor? lambón no te estoy sacando en cara lo que por ti hice te estoy acordando, pa, que usted no sirve pase lo que pase, a nadie le doy la espalda ni traiciono a un hermano, socio, por una falda se envuelven en estupideces y te fallan se creen que se lo merecen y se engañan y en la calle, te los comías vivos el fiscal te metió presión con el tecnicismo terminaste sentao en la silla e los testigos vaya, qué lindo nombre le pusiste al caserío tú sabes que somos de calle, hay cría y corazón siente el fuego, las reglas del juego las pongo yo porque somos de calle, hay cría y corazón siente el fuego, las reglas del juego las pongo yo",NR
T2_TRAIN_0036,"ignorame to lo que pueda e beéle, eh o-o-ovy on the drums ignórame to lo que pueda, pero de ninguna manera podrás olvidarte de to lo que hicimo aquella luna llena ay, mami, tú no podrás olvidarte de mí por todo lo que sabe tú, por todo lo que pienso en ti, yeah para nadie es un secreto, que que somo el uno para el otro yo me paso to el día pensando en ti si no respondes, me vuelvo loco mami, nosotros peleamo por estupidece siempre, yeah al final nos arreglamos y seguimo con nuestra relación titulada amore demente, nuestra historia crece tú eres loca, yo soy loco, qué más quiere, qué más quiero yo si contigo encontré el amor, peleamos a veces, pero somos do loco, loco, me la paso si no está aquí si tú no estás, bebecita, yo no soy feli ignórame to lo que pueda, pero de ninguna manera podrás olvidarte de todo lo que hicimo aquella luna llena ay mami, tú no podrás olvidarte de mí por todo lo que sabe tú, por todo lo que pienso en ti, yeah eres la magia, luz que me calma tú ere una diosa, tú te vas y me haces falta cada momento contigo lo disfruto, no lo olvido por más que pase el tiempo, girl, tu amor es mi castigo, yeah yo no sé qué me pasa me vuelvo loco si te miro y no me abraza mi cora está resentío si tú no me besa es tan claro el ejemplo de que me hace falta, yeah, yaih, yeah yo-yo-yo, yo no sé qué me pasa me vuelvo loco si te miro y no me abraza mi cora está resentío si tú no me besa es tan claro el ejemplo de que me hace falta, girl, ay, yeah uh, yeah yeah, eh, eh uh, uh-uh, ah-ah-ah, ah-ah-ah ignórame to lo que pueda, pero de ninguna manera podrás olvidarte de todo lo que hicimo aquella luna llena ay mami, tú no podrás olvidarte de mí por todo lo que sabe tú, por todo lo que pienso en ti, yeah yeah, eh el sentimiento se hace grande cuando nunca se olvida, ah-ah, ah beéle, eh-eh, yeah ovy on the drums, on the drums, on the drums, eh yeah, eh, eh beéle yeah the kristoman, ah y el súper da-dakis",NR
T2_TRAIN_0037,"woh-oh wy records woh-oh w, yandel woh-oh ¡los vaqueros! woh-oh power! se monta en el gallardo, rumbo al tráfico duro donde quiera que se mete se le quedan mirando du-du-du, duro su cara de fiera tiene algo mágico ajá hace rato que sabe que yo la estoy chequeando tres, dos, uno, plah zun, zun oh-oh rompiendo caderas, zun, zun oh-oh ella mató zun, zun oh-oh la cosa está buena, zun, zun oh-oh; llegaron los líderes bailando en el club, zun, zun duro, duro, duro hay química, zun, zun duro, duro, duro entre tú y yo, zun, zun perdiendo el temor están temblando porque llegó el magnate, loco de remate, remate humo, licor, fresas con chocolate me vio, se puso nerviosa, roja como tomate le estoy fronteando pa que me mate me puede dar un arrebato ella anda con un flow terrible, mira sus zapatos heh perfecto mami, yo estoy bajo tu mandato ¿quieres que me quite la ropa? bum, de inmediato heh princesa, se le complace no lo dejes para mañana, lo que pase, que pase que pase, pase que pase, pase, que pase si quieres saber el desenlace, llégale a la base ah zun, zun oh-oh rompiendo caderas, zun, zun no pares ella mató zun, zun no pares la cosa está buena, zun, zun oh-oh bailando en el club, zun, zun eh, eh hay química, zun, zun entre tú y yo, zun, zun perdiendo el temor víctor el nasi, tainy zun, zun oh-oh rompiendo caderas, zun, zun oh-oh ella mató zun, zun oh-oh la cosa está buena, zun, zun oh-oh bailando en el club, zun, zun eh, eh hay química, zun, zun heh entre tú y yo, zun, zun perdiendo el temor do-do-doble do-do-doble te lo juro mami, que yo me atrevo heh si sólo un trago me pego como criss angel me elevo te beso en el cuello, te conmuevo mami, el multimillo se siente como nuevo duro, duro te acabo de dar una beca ajá ella me calma la seca, me achoca rápido, peca movimientos extraños, cuarenta muecas enciérrate conmigo en la biblioteca tah me quemo heh dale mami, coge los remos empezó el combate de la chula con el supremo ajá tú me estás mirando mal y yo a nada le temo ha comenzado el entrenamiento de deportes extremos plah se monta en el gallardo, rumbo al tráfico frontúa donde quiera que se mete se le quedan mirando du-du-duro su cara de fiera tiene algo mágico duro hace rato que sabe que yo la estoy chequeando zun, zun oh-oh rompiendo caderas, zun, zun oh-oh ella mató zun, zun oh-oh; ajá la cosa está buena, zun, zun oh-oh bailando en el club, zun, zun eh, eh hay química, zun, zun entre tú y yo, zun, zun perdiendo el temor oh me encantan sus historietas, son los número uno oh-oh jajajajaja w, yandel oh-oh víctor el nasi tainy oh-oh ustedes nunca van a trabajar en estos niveles power!; oh-oh apúntale otra más a la gerencia ajá; oh-oh w con yandel oh-oh el regreso oh-oh first class jajajajaja hyde el verdadero químico rompiendo caderas, -deras, -deras, -deras, -deras rompiendo caderas, -deras, -deras, -deras, -deras rompiendo caderas, -deras, -deras, -deras, -deras -de, -de, -de, -de, -de, -de, -de zun, zun perdiendo el temor",S
T2_TRAIN_0038,"ella vive sola y vacia, la acompaña su almohada un mal recuerdo la persigue y la ace llorar se siente triste, ya no rie y no confia en nada encerrada en su pasado, el que no puede olvidar ella ya no cree en el amor, ella ya no quiere surfir en su corazon lleva guardada y enterada una espina que la hace sufrir ella ya no awanta el dolor, ella ya no sabe reir porque le an robado su estrella, y aun no la puede conseguir esta es la historia que une dos mujeres empezare por la primera, estefani perez ojos azules, pelo corto, pintado de rubio a salido con cien hombres y ninguno a sido novio porque ella vive de una antigua profesion donde el dinero compra el cuerpo pero nunca el corazon ella no cree en el amor y no quiere enamorarse porque tiene miedo de volver a desepsionarse pues el primer hombre que le dijo que la amaba era un super heroe que de niña ella admiraba el mismo cobarde que de ella abusaba asiendole daño cuando mama no estaba desde su niñez asta su adolesensia papito se encargo de robarle su inocensia le quito su estrella por la cual su alma llora y ahora ella ya no cree en el amor, ella ya no quiere surfir en su corazon lleva guardada y enterada una espina que la hace sufrir ella ya no awanta el dolor, ella ya no sabe reir porque le an robado su estrella, y aun no la puede conseguir ana maria tiene 45 años de edad no ay alegria en ella la acomapaña la soledad ya no es aquella joven con cara de ingenuidad cambio desde que fue victima, de la maldad tiene el corazon herido y cargado de odio por que su vida arrastra mas que un triste episodio empezando por aquel triste momento vivido en que su mejor amiga escapo con su prometido dos años depues ana vuelve a enamorarse de carlos perez con quien si pudo casarse se sintio la mas afortunada de las mujeres y de ese matrimonio nacio estefani perez pero años despues se da la triste situacion en que descubre a su esposo en el acto de violacion ella no dijo nada solo tomo una decision por la que ahora esta pagando un largo tiempo en la prision ella vive sola y vacia, la acompaña su almohada un mal recuerdo la persigue y la ace llorar se siente triste, ya no rie y no confia en nada encerrada en su pasado, el que no puede olvidar ella ya no cree en el amor, ella ya no quiere surfir en su corazon lleva guardada y enterada una espina que la hace sufrir ella ya no awanta el dolor, ella ya no sabe reir porque le an robado su estrella, y aun no la puede conseguir",NR
T2_TRAIN_0039,"amor de mi vida no te vayas pa el colegio di que estás enferma y quédate un rato conmigo mira pa el cielo que se están formando nuevos nubarrones y están cayendo las primeras gotas de un fuerte aguacero y tú bien sabes que cuando llueve nunca hay clase en el colegio y tú bien sabes que cuando llueve nunca hay clase en el colegio mira mi amor al besar tus labios, tus labios veo cerrar tus ojos yo te noto muy triste, muy triste y mañana me voy pero aquí en el alma yo me llevo el recuerdo eterno de tus besos donde deposité todo mi amor ese amor que heredé de mis abuelos y que en mi pecho mas se engrandeció mira mi amor y por muy alto que vuele y se eleve el águila siempre regresa a su nido con precisión por muy lejos que yo me vaya siempre regreso a tu lado porque tú eres mi nido de amor amor que vas a perder cuando ya estemos casados ahora esta escampando se han mojado hasta los libros tiemblas en mis brazos azotada por el frío quiero fundirme en tu cuerpo de niña y brindarte el calor eres muy joven llena de secretos, no sabes de amor cuando te bese no tengas miedo que eso no se aprende en el colegio cuando te bese no tengas miedo que eso no se aprende en el colegio ya ceso la lluvia, aparece el sol brillan los arboles, que tarde bella mira como se crece el arroyito como corren alegres sus aguas hacia mucho tiempo no le llovía así debe crecerse nuestro amor ser un ejemplo de pureza vida mía mira mi amor y por muy alto que vuele y se eleve el águila siempre regresa a su nido con precisión por muy lejos que yo me vaya siempre regreso a tu lado porque tú eres mi nido de amor amor que vas a perder cuando ya estemos casados",S
T2_TRAIN_0040,"pasenle, pasenle que no le cuenten porque a lo mejor le mienten pasenle a ver al tonto que perdió al amor de su vida por andar de coscolino tú que pensabas que me iba a morir al verte con un nuevo maniquí tú que pensabas que te iba a llorar y mírame vagando en este bar ¿creíste que al decirme adiós iba entrar en depresión? no vales tanto la verdad para ponerme tan emocional tú que creías que te iba a extrañar ahora me persigues sin parar tú que apostabas que me iba a romper vienes arrastrándote a mis pies como un chicle sin sabor te escupió mi corazón no me busques por favor que ya conmigo todo terminó tú fuiste quien me dijo adiós y ahora me pides perdón tú fuiste quien me dijo adiós y ahora me pides perdón ya no hay función, tu circo se acabó ya no hay función, tu circo se acabó yeah-yeah-eh tu circo se acabó tu circo se acabó tus payasadas no me hacen reír pienso que mejor te vas de aquí ni te alucino ni te guardo rencor pero ya no hay nada, entiéndelo como un chicle sin sabor te escupió mi corazón no me busques por favor que ya conmigo todo terminó tú fuiste quien me dijo adiós y ahora me pides perdón tú fuiste quien me dijo adiós y ahora me pides perdón ya no hay función, tu circo se acabó ya no hay función, tu circo se acabó se acabó pasenle, pasenle compre su boleto, no se quede afuera pasele a ver el show de los amores destrozados tú fuiste quien me dijo adiós y ahora me pides perdón tú fuiste quien me dijo adiós y ahora me pides perdón ya no hay función, tu circo se acabó ya no hay función, tu circo se acabó yeah-yeah-eh tu circo se acabó tu cir-co, yeah-eh tu circo se acabó tu cir-co, yeah-eh tu circo se acabó tu cir-co, yeah-eh tu circo se acabó",NR
T2_TRAIN_0041,"si pudiera amarte no puedo olvidar, no puedo dormir no debería pero te recuerdo si solo una vez fue la que te ame porque tus ojos me quitan el sueño si los dos sabíamos que aquel momento era una aventura por esa locura, hoy estoy sufriendo no sé qué paso, si fue una atracción o fue un impulso que pudo evitarse si fue la pasión que se desato porque el deseo era insoportable no sé qué misterio me enredó contigo ni porque lo hicimos pero desde entonces de ti no me olvido si pudiera amarte solo una vez más si se repitiera lo vivido sé que si te amo tú regresaras cada noche para repetirlo pero solo tú eres un recuerdo algo bello que voy a llevar siempre conmigo si pudiera amarte solo una vez más siempre al despertar vuelvo a reaccionar y me reprocho, me acuso a mi misma por no superar la debilidad que me dejo en el cuerpo tus caricias no sé qué misterio me enredó contigo ni porque lo hicimos pero desde entonces de ti no me olvido si pudiera amarte solo una vez más si se repitiera lo vivido sé que si te amo tú regresaras cada noche para repetirlo pero solo tú eres un recuerdo algo bello que voy a llevar siempre conmigo si pudiera amarte solo una vez más nadie sabe donde encontrara el amor pero junto a ti lo tuve cerca esta imagen nuestra nunca se durmió es un sueño que vivo despierta si pudiera amarte solo una vez más si se repitiera lo vivido sé que si te amo tú regresaras cada noche para repetirlo pero solo tú eres un recuerdo algo bello que voy a llevar siempre conmigo si pudiera amarte solo una vez más si pudiera amarte solo una vez más",NR
T2_TRAIN_0042,"no sé por qué no sé por qué pero cuando te veo lo único que pienso mami, en sexo mami, en sexo será tal vez de la manera como me entregas tu cuerpo eres caliente y más cuando conmigo mami, chocas choca, choca, choca, choca , choca y te muerdes la boca, mami chocas choca, choca, choca, choca , choca te pones de espalda y me chocas te pones de espalda y me chocas que tú me tienta y te soba y buscas que yo te coma eres tu demoledora me gusta como me choca de tu espalda bajan gotas el calor nos sofoca y nuestras partes que rozan las palabras provocan a seguir azotándote como estás mirándome y envuelto en copas así que ya ajustándome me adueño de tu boca con mi boca te beso toa y tú me gustas toa toa tú eres bonita de cara tú eres bonita de cuerpo tú eres bonita por fuera tú eres bonita por dentro tú eres bonita en la cama tú eres bonita en la playa tú eres bonita con ropa tú eres bonita sin nada no sé por qué no sé por qué pero cuando te veo lo único que pienso mami, en sexo mami, en sexo será tal vez de la manera como me entregas tu cuerpo eres caliente y más cuando conmigo mami, chocas choca, choca, choca, choca , choca y te muerdes la boca, mami chocas choca, choca, choca, choca , choca te pones de espalda y me chocas te pones de espalda y me chocas tú tiene un booty-booty, mami ay que me hace lo que quiero jaja me gusta cuando tú y yo estamo en el bellaqueo tú eres una fresca oh llena de deseos oh llena de deseos oh agresiva, me choca ay grita como loca yep mientras la devoro so ella se toca linda como diosa ajá perfume de rosa pone ojito chiquitito hey y solita se lo goza tú siempre estás en mi mente tú eres mi muñequita que nunca dice que no a cumplir con mis deseos tú siempre te atreves cuando te doy un poco de dickie no te quitas y cada vez que tú te excitas me lo haces para mí tú eres bonita de cara tú eres bonita de cuerpo tú eres bonita por fuera tú eres bonita por dentro tú eres bonita en la cama tú eres bonita en la playa tú eres bonita con ropa tú eres bonita sin nada no sé por qué no sé por qué pero cuando te veo lo único que pienso mami, en sexo mami, en sexo será tal vez de la manera como me entregas tu cuerpo eres caliente y más cuando conmigo mami, chocas choca, choca, choca, choca , choca y te muerdes la boca, mami chocas choca, choca, choca, choca , choca te pones de espalda y me chocas te pones de espalda y me chocas choca, choca, choca, choca, choca, choca choca, choca, choca, choca, choca jajaja, luny tunes con el plan b chencho y maldy la society la combinación en el love and sex pina records",S
T2_TRAIN_0043,"s cuanto te sientas muy sola, y en tu alma halla dolor cuanto te sientas muy sola, y en tu alma halla dolor te voy a dar un polvito... el polvito del amor... te voy adar un polvito.. el polvito del amor... es un polvito que te har felis que con su magia borrara el dolor -bis -bis cuando te sientas muy sola, y en tu alma halla dolor... cuando te sientas muy sola.. y en tu alma halla dolor... te voy a dar un polvito... el polvito del amor.. te voy a dar un polvito... el polvito del amor.. es un polvito que te har feliz, que con su magia borrar el dolor -bis -bis",S
T2_TRAIN_0044,"dímelo vato dímelo beny y chico, chico, chico, chico de la calle y me gustan su andar y su caminar su manera de expresarme las cosa porque contigo era mirar, y saber apreciar que pocos se la gozan que cuando pasan los azules me besa de disimulo y le gusta a sigilo porque yo no voy de chulo grande ella tiene el culo pero yo no doy lo dato ridículo sería hablarle porque no le gustan los chivatos es madura en cuerpo una muchacha cuando pasa le tiran ocho a los ocho directo lo tacha a las ocho no vemo de noche y a escondias que su madre no le gusta que yo le vea yo muy malo y ella muy adorable ella paz y yo una pelea y a escondias que su madre no le gusta que yo le vea yo muy malo y ella muy adorable ella paz y yo una pelea está soltera pero dice que tiene pareja para que ningún hombre le coja y la moleste dice que de ninguno ella se deja le gusta que todos se le arrastren y conmigo no se queja conmigo no se disgusta si yo caigo entre reja ella me vería aunque no le gusta y me conociste y yo parao y a la tarde nos hacían foto porque estaba investigao pero pasábamo el rato y a ti te gusta, y yo te gusto si fuese malo no sería lo justo si tú fuese mala yo me disgusto si te fuese yo me asusto y si tu madre ya quisiese que nos fuésemos a vece yo me iría un par de meses dime al meno qué te parece y si tu madre ya quisiese que nos fuésemos a vece yo me iría un par de meses dime al menos qué te parece y a escondias que su madre no le gusta que yo le vea yo muy malo y ella muy adorable ella paz y yo una pelea y a escondias de su madre no le gusta que yo le vea yo muy malo y ella muy adorable ella paz y yo una pelea el vato y dime beny y dime sky, ah-ah-ah-ah y de la calle, ieh-ieh-ieh-ieh soltera pero dice que ella tiene pareja para que ningún hombre le coja y la moleste dice que de ninguno ella se deja le gusta que se arrastren y conmigo no se queja conmigo no se disgusta si yo caigo me vería entre reja y a pesar de que...",S
T2_TRAIN_0045,"que se sienta... dale, yomo, pa que se sienta! que se sienta... dale, yomo, pa que se sienta! vamoa ver si estas bocinas revientan que se sienta, que se sienta! que se sienta... dale, yomo, pa que se sienta! que se sienta... dale, yomo, pa que se sienta! vamoa ver si estas bocinas revientan que se sienta, que se sienta! esto es menta, siente la tormenta chequea por la calle, gente, lo que se comenta por ahí anda yomo tranquilo, ten cuenta dile al enemigo que puede coger 50 en la chola dale, yomo, pa que se joda... ¡nesty! dime si esa gatita anda sola dile que estoy loco por meterle la pistola en esa vaqueta, que no sea coqueta dile que este quieta que yo voy subiendo que este party de proporciones se esta saliendo dile que tenga cuenta y camine derecha que yomo la coge ya orita la pilla en la esquina y la flecha que se sienta... dale, yomo, pa que se sienta! que se sienta... dale, yomo, pa que se sienta! vamoa ver si estas bocinas revientan que se sienta, que se sienta! que se sienta... dale, yomo, pa que se sienta! que se sienta... dale, yomo, pa que se sienta! vamoa ver si estas bocinas revientan que se sienta, que se sienta! estaba en coma, y yo no sabia ni que hacer me preguntaba si yo me la quería comer pero era grande y hablaba diferente a mí ahora entiendo, por eso te lo cuento a ti estaba en coma, y yo no sabia ni que hacer me preguntaba si yo me la quería comer pero era grande y hablaba diferente a mí ahora entiendo, por eso te lo cuento a ti que yo la mato en la raya vaya por donde ella vaya que esta noche para ella se convierte en la más bella que cuando yomo la pille mejor que ella no se guille porque la voa hacer mía que me la llevo en alta que me juego las cartas mira, a mi no me importa si cometió una falta vaya por donde vaya yomo la mata en la raya que la voa hacer mía... que se sienta... que la voa hacer mía... que se sienta... que la voa hacer mía... que se sienta... que la voa hacer mía... que la voa hacer mía... que la voa hacer mía... que se sienta... estaba en coma, y yo no sabia ni que hacer me preguntaba si yo me la quería comer pero era grande y hablaba diferente a mí ahora entiendo, por eso te lo cuento a ti estaba en coma, y yo no sabia ni que hacer me preguntaba si yo me la quería comer pero era grande y hablaba diferente a mí ahora entiendo, por eso te lo cuento a ti ¡yomo! ¿que? poquito a poco! te lo dije! ¿vistes que estamos? gold star music! jajajaja! nesty! la mente maestra! víctor, el nazi! jajajaja! naldo! creando conciencia! pa to los que le di de comer! y me picaron la mano! pa los que les di vida! y se fueron pa otro bando! a los que me subestimaron! y les estoy pasando el rolo! a todos mis enemigos ocultos! déjense ver, pa dejarlos caer to el peso! se dueño de un peso y no esclavo de dos! boster! cría cuervos y los puercos te sacan los ojos! déjalos que se tiren! esta es mi familia!",S
T2_TRAIN_0046,"uh-uh-uh, uh-uh-uh-uh, ha en tan solo un segundo to pue cambiar en tan solo un segundo to pue cambiar ah-ah yo antes me pensaba que tú eras la mía ah-ah conmigo siempre te ponías cardíaca ah-ah-ah-ah caminábamos sin ver la caída cuídate mucho si algún día me cuido ho supongo que recuerdas el camino lets go y los dos, con los dos estaos de ánimo unidos, siempre en líos pero sigues a la mary en la mira si miro, vi lo que la estorba, la auxilio ah recordando lo que era andar en tu brillo ah-ah tú no mereces algo tan sombrío ah tienes que entender que si lo veo lo atizo ah-ah sé lo que él te hizo y lloras granizo ah lloras como si to se fuera al limbo ah-ah jalando jumbo, guarra soy jimbo si tienes rabia, si quieres la extirpo ah-ah yo soy mal tipo, destripo testigos ah-ah yo me anticipo y me pico contigo ah-ah quizá participo en algún tipo de rito ya llegó la soledad, me derrito ah-ah eres tú to lo que necesito me dijiste: necesito un respiro ah-ah vampiro, en frascos y ya los abrí tos ah-ah mi parse me dijo: ahorita abrite esas perras que no te desfocalicen que el 85% son actrices lástima que tú fueras de ese 15 desde que te fuiste no he vuelto a la cama cama la gente es tan odiosa, desean que me olvides y quizá estás con otro que ya ni me escribes ah-ah desde que te fuiste no he vuelto a la cama no puedo sobar y en mi cabeza alarma ah-ah y mis sentimientos hoy te alarman yeah no sé que pasa, pero se las dan las dan mira, de primeras no quería nada na no, yo no quería nada de entrada ah-ah y como dice elbicho en parque triana: se me olvidó pedirle a tu boca, que no te vayas se me olvidó pedirle a tu boca, que no te vayas bye bye",V
T2_TRAIN_0047,e me dicen el 24 entre la gente importante mis amigos y parientes tambien me llaman tecate yo soy nacido en la sierra en el pueblo de la s y el nagosio donde ando se anda rifando la muerte que ya vengan los dareyes a cantarme mis corridos traian perico y serveza tambien botellas de vino y ay le va un cordial saludo para mi compa fermin y mi compa cheperote y bamonos pa sinaloa compa tengo plevada a mi mando pero tambien tengo jfe a quien yo respeto mucho porque es un hombre baliente,NR
