id,lyrics,reasoning,label
T1_TRAIN_0220,"dicen que soy un payaso que estoy muriendo por ti y tú no me haces ni caso dicen que soy payaso porque toda mi ilusión es tenerte entre mis brazos dicen que soy un payaso que por culpa de tu amor voy de en fracaso en fracaso dicen que soy un payaso que va buscando valor en el fondo de los vasos y es verdad, soy un payaso pero qué le voy hacer uno no es lo que quiere sino lo que puede ser dicen que soy un payaso que estoy muriendo por ti y tú no me haces ni caso dicen que soy un payaso que te sigue por ahí con el alma hecha pedazos dicen que soy un payaso que querría hasta el amor que vas tirando a tus pasos dicen que soy un payaso que no tengo ni valor de enredarme en otros brazos y es verdad, soy un payaso pero qué le voy hacer uno no es lo que quiere sino lo que puede ser es verdad soy un payaso pero qué le voy hacer uno no es lo que quiere sino lo que puede ser es verdad soy un payaso payaso fui para ti y nunca fui feliz fui en tu vida fracasos él que más te hizo reír payaso fui para ti y nunca fui feliz era una máscara falsa y llorando yo reí payaso fui para ti y nunca fui feliz fui payaso en tu espectáculo y mi renuncia pedí payaso fui para ti y nunca fui feliz mira búscate un nuevo bufón que trabaje para ti payaso fui para ti y nunca fui feliz bajé el telón en tu vida que otro lo intente subir payaso fui para ti y nunca fui feliz mi careta, mi careta y mi careta de payaso en mil pedazos rompí payaso fui para ti y nunca fui feliz y mi actuación en tu vida yo no la quise seguir payaso fui para ti y nunca fui feliz pero al fin cayó el telón y corriendo yo me fui payaso fui para ti y nunca fui feliz dicen que fui tu payaso pero eso llegó a su fin","La letra de esta canción no es misógina porque el personaje principal se describe como ""un payaso"" que está sufriendo por estar enamorado de alguien que no le corresponde. Esto demuestra que el personaje está siendo tratado injustamente y que está luchando contra sus propios sentimientos, lo cual es algo universal y no específico a las mujeres.",0
T1_TRAIN_0221,"oi nomas y échale k-paz de la sierra por donde vayas iré con una venda en los ojos lo que decidas haré el amor cuando es verdad es uno solo no me preguntes por qué he sido bueno contigo solo sé que eres, mi religión ¿qué me importa si le llaman fanatismo? sin ti yo no soy el mismo eres mi credo, pedazo de cielo, abrázame fuerte mi trébol de buena suerte prefiero morir junto a ti a no verte oye mija por donde quiera que vayas iré con una venda en los ojos porque te amo, te amo, te amo k-paz de la sierra no me preguntes por qué he sido bueno contigo solo sé que eres, mi religión ¿qué me importa si le llaman fanatismo? sin ti yo no soy el mismo eres mi credo, pedazo de cielo, abrázame fuerte mi trébol de buena suerte prefiero morir junto a ti a no verte sin ti yo no soy el mismo eres mi credo, pedazo de cielo, abrázame fuerte mi trébol de buena suerte prefiero morir junto a ti a no verte","La letra de esta canción no es misógina porque se centra en la relación entre dos personas enamoradas, sin hacer referencia a ninguna otra persona. Además, las frases ""te amo"" y ""preferiría morir junto a ti a no verte"" demuestran un profundo amor y compromiso hacia la persona amada, sin ningún tipo de discriminación o menosprecio hacia ella.",0
T1_TRAIN_0222,"a a ti te quiero mujer no le hace que seas pasiada te quiero porque te quiero porque me nace del alma tu no sabias querer porque eras mujer pasiada y te burrlabas de mi cuando de amores te acraba pero, llegaste a saber que con mi amor no jugabas y con el tiempo supistes lo mucho que tu me amaba tu despresiabas me amor cuando en tus brasos lloraba pero llegaste a quererme asi como yo yo deseaba","La letra de esta canción es misógina porque presenta a la mujer como alguien que solo puede ser querida si cumple con ciertos estereotipos, como ser pasiva. Además, se burla de ella por ser ""pasiada"" y se refiere a ella despectivamente como ""mujer pasiada"". La canción también sugiere que la mujer debe ser objeto de deseo y que su amor no debe ser correspondido.",1
T1_TRAIN_0223,"mira como luce esa nena se luce al bailar mueve todas sus caderas pone to el mundo a mirar con esa carita, linda, me va a enamorar con esa sonrisa tierna, hechiza el lugar mira como luce esa nena se luce al bailar mueve todas sus caderas pone to el mundo a mirar con esa carita, linda, me va a enamorar con esa sonrisa tierna, hechiza el lugar es hermosa, que linda eh tiene cuerpo de sirena y me va a enloquecer es hermosa, que linda eh linda, linda, linda, linda eh, eh, eh linda eh que linda eh linda eh ay que bella es linda eh esa es linda linda eh ahí ta moviendo los pies linda eh linda linda eh linda y bella linda eh es hermosa linda eh mi doncella linda eh eh eh eh linda eh eh eh eh linda eh eh eh eh linda eh eh, eh linda eh pero que bonita y chula linda eh pero que bonita y bella linda eh y mi corazón linda eh pertenece a ella linda eh dentro de mi mente linda eh pasan muchas cosas linda eh vivo enamorado linda eh de esa niña hermosa linda eh pero que bonita y chula linda eh pero que bonita y bella linda eh y mi corazón linda eh pertenece a ella","La letra de esta canción es misógina porque reduce a las mujeres a su apariencia física y les atribuye cualidades superficiales como ser ""bella"" o ""linda"". Además, la canción sugiere que la mujer es un objeto deseable para el hombre, lo que refuerza la idea de objetivización de las mujeres.",1
T1_TRAIN_0224,"así que piensas que yo no tengo mucho que dar que soy sólo otro que tu has visto pasar cómo puedes saberlo si tú no me conoces ¡oye lo que yo te digo tus ideas conmigo te las puedes guardar! yo que pensaba que podría confiar en alguien en todo me equivoqué manejas todo a tu voluntad ¿qué pasa con mi personalidad? yo sé bien, lo que quieres te equivocaste conmigo y todo tiene que ser sólo como tú digas y yo que tengo que andar con la boca cerrada ¡que va! así no soy yo, ese no es mi carácter ¡ y cuando menos lo espero me cambias por otro igual de loco que yo ! eres capaz de todo y mucho más lo que tú quieres tienes que obtener y no te importa herir a los demás con tal que tú puedas sentirte bien yo sé bien, lo que quieres te equivocaste conmigo yo que pensaba que podría confiar en alguien en todo me equivoqué manejas todo a tu voluntad ¿qué pasa con mi personalidad? yo sé bien, lo que quieres te equivocaste conmigo","La letra de esta canción no es misógina porque el contenido de la misma se enfoca en expresar la frustración y decepción del cantante hacia una persona específica, sin hacer generalizaciones o ataques hacia las mujeres en general. Además, el cantante reconoce su propio error al confiar en esa persona y expresa su deseo de ser tratado con respeto y consideración. Por lo tanto, la letra promueve un mensaje de igualdad y respeto hacia todas las personas, independientemente de su género.",0
T1_TRAIN_0225,"rbano continues baby boy wonder chosen few urbano continues la pretty boy yo te quiero pa mi pa mi mujer y llevo tanto tiempo soñando con esta noche y si me dejaras yo te mostraré solo inténtalo y quien quita que esta noche hay yo navegue por tu cuerpo no solo quiero sexo entre tu y yo existe algo más solo inténtalo y quien quita que esta noche hay yo navegue por tu cuerpo no solo quiero sexo entre tu y yo existe algo más solo yo te pido que lo intentes no hay nada de malo que conmigo inventes hagamos mil posiciones y mientras cantas mis canciones yo te beso allí yo te beso allá se lo que te gusta no te limites mamacita oh girl, oh gi-i-irl solo inténtalo y quien quita que esta noche hay yo navegue por tu cuerpo no solo quiero sexo entre tu y yo existe algo más solo inténtalo y quien quita que esta noche hay yo navegue por tu cuerpo no solo quiero sexo entre tu y yo existe algo más quiero ser culpable de todas tus travesuras quiero que conmigo cometas locuras solo una noche te pido y con la luna de testigo prendemos las velas suavecito mi amor que te quemas yo siento que te quemas y perreando lento lento disfrutando del momento yo te beso allí yo te beso allá se lo que te gusta no te limites mamacita oh girl, oh gi-i-irl yo te quiero pa mi pa mi mujer y llevo tanto tiempo soñando con esta noche y si me dejaras yo te mostraré solo inténtalo y quien quita que esta noche hay yo navegue por tu cuerpo no solo quiero sexo entre tu y yo existe algo más solo inténtalo y quien quita que esta noche hay yo navegue por tu cuerpo no solo quiero sexo entre tu y yo existe algo más y si me dejaras yo te mostraré youre so pretty, nigga y yo soy maluma, y yo soy maluma oh woah, oh woah atlantic music man kevin adg, chan el genio the rude boys boy wonder chosen few urbano continues baby","La letra de la canción es misógina porque hace referencia a la mujer como un objeto sexual, al decir ""te quiero pa mi pa mi mujer"" y ""solo quiero sexo entre tu y yo"", minimiza la importancia de la relación sentimental y reduce a la mujer a un mero objeto de deseo. Además, la letra promueve la idea de que la mujer debe limitarse a complacer los deseos del hombre, sin cuestionar ni desafiar esas expectativas.",1
T1_TRAIN_0226,"s fue un privilegio tu amor y es que por más que te quise nunca sabré como hice para merecérmelo hoy al fin, deuda pagada tu amor ya no es nada ¿qué le voy a hacer? sobreviviré! claro que sí aunque reviente contigo ó sin ti! sobreviviré! ya lo verás para olvidarte, aborrecerte ó quererte más fue un privilegio tu amor fue como el sueño dorado fui muy felíz a tu lado para qué negártelo pero los sueños se esfuman tu amor se hizo espuma no sufras porque... sobreviviré! claro que sí aunque reviente contigo o sin ti sobreviviré! ya lo verás para olvidarte, aborrecerte ó hasta quererte más sobreviviré! claro que sí aunque reviente contigo o sin ti sobreviviré! ya lo verás para olvidarte, aborrecerte ó hasta quererte más","La letra de esta canción no es misógina porque habla sobre el amor de una manera general, sin hacer referencia específica a ninguna persona en particular. Además, la cantante expresa su fuerza y resiliencia al superar una relación pasada, demostrando empoderamiento y superación personal. La letra también muestra una actitud positiva hacia el futuro, incluso si eso significa estar sin esa persona amada.",0
T1_TRAIN_0227,"ay que bonito es tenerte entre mis brazos, besar tu boca y recorrerte la piel te quiero tanto mi amor nunca me dejes, te necesito yo no te dejare tú eres lo mas lindo que yo e conocido, contigo vino a mí la felicidad solo dios sabe lo que por ti yo siento, cuando tus labios me empiezan a besar solo tus labios me hacen sentir bonito, solo tus labios me dan la felicidad quiero besarte, morderte y abrasarte muy fuerte todo mi amor y mi vida te quiero entregar todo me gusta de ti, eres mi único amor, solo tu me haces feliz me robaste el corazón. ---- ¡para siempre! 2x","La letra de esta canción no es misógina porque se enfoca en expresar el amor y los sentimientos del cantante hacia su pareja, resaltando la belleza física y emocional de la persona amada. Además, la letra muestra un compromiso duradero y una declaración de lealtad, lo que sugiere un enfoque en la relación y el amor mutuo en lugar de cualquier forma de objetivización o menosprecio hacia la mujer.",0
T1_TRAIN_0228,"tengo el alma enamorada nomás de pensar, corazón de soñarme noche a noche dueño de tu amor tengo el alma enamorada, muy enamorada, mi bien si me das toda tu vida, yo te la doy también tengo el alma enamorada nomás de pensar, corazón de soñarme noche a noche dueño de tu amor tengo el alma enamorada, muy enamorada, mi bien si me das toda tu vida, yo te la doy también di, di si tu corazón tiene otro amor o tiene otro cariño di, di si no hay otro amor, porque mi corazón morirá por ti yo no sé si tú me quieras, pero yo te puedo esperar si me dejas esperando me vas a matar no me niegues tu mirada porque yo la quiero soñar y mi alma enamorada a ti te quiere más yo no sé si tú me quieras, pero yo te puedo esperar si me dejas esperando me vas a matar no me niegues tu mirada porque yo la quiero soñar y mi alma enamorada a ti te quiere más di, di si tu corazón tiene otro amor o tiene otro cariño di, di si no hay otro amor, porque mi corazón morirá por ti","La letra de esta canción no es misógina porque se dirige al público masculino sin hacer referencia a ninguna mujer. Además, el hecho de que el cantante diga que está enamorado de alguien y le pida su amor, no implica necesariamente que sea misógino. Por último, el uso del término ""alma"" puede ser interpretado como un símbolo de amor y pasión, lo que hace que la letra sea menos ofensiva y más romántica.",0
T1_TRAIN_0229,", oh ¡yandel! oh, oh ¡luny! si estás solita llorando, faltará morir tranquila que yo sé de algo que alivia corazones todo se olvida bailando, así que sonríe y no llores ven pa que olvides tus penas, lástimas y dolores llégale, que esta noche es de rumba e llégale, mano arriba llégale ¡daddy, yandel! vamo a encender la fiesta, ve ¡to el mundo!; lets go! moviendo caderas, eah sacúdelo, nena, eah descalzo en la brea tú y yo menea que menea, eah ¡to el mundo! moviendo caderas, eah sacúdelo, nena, eah ¿cómo? descalzo en la brea tú y yo menea que menea, eah can-candela, sigue moviendo caderas, eah sacúdelo, nena, eah come on! descalzo en la brea tú y yo menea que menea, eah ¡fui-fuimos! moviendo caderas, eah sacúdelo, nena, eah descalzo en la brea go, go! tú y yo menea que menea, eah ¡da-ddy, su-sumba! me pone loco cuando ella lo guayó, guayó, oh fenomenal la forma en que lo guayó yeh, guayó, oh eh mira la fiesta, está que arde, la rumba te llama, caile sal pa la calle, pa luego es tarde, to el mundo dándole al baile súbela, que súbela pa sonar esa conga heh mueve la cadera a sabor, que dale conga heh una terrorista, por supuesto es una bomba heh que explota cuando le gritan mami, tira eh tira eh tírate un paso, tira mami, tira eh tira eh tírate un paso, tira, oeh llégale kaboom que esta noche es de rumba e llégale, mano arriba llégale ¡fuimos! vamo a encender la fiesta, ve ¡to el mundo! moviendo caderas, eah sacúdelo, nena, eah go! descalzo en la brea go! tú y yo menea que menea, eah ¡rumba!; lets go! moviendo caderas, eah ey sacúdelo, nena, eah ¡ey descalzo en la brea ¡daddy, daddy! tú y yo menea que menea, eah ¡da-ddy vamo a ver cómo tiembla ese booty-booty ey cuando baila le dice mi culi-culi lets go! con el ritmo y el flow soy el buli-buli yeh-yeh su-sumba, los dueños de la rumba que bailen toas ah este party se va a toa oh hay muchos botes que van sin proa yeh, yeh, yeh llegó tu capi, you want so more, more, more mami, tira eh tira eh tírate un paso, tira mami, tira eh tira eh tírate un paso, tira, oeh come on! si estás solita llorando, faltará morir ey tranquila que yo sé de algo que alivia corazones ¡yandel! todo se olvida bailando, así que sonríe y no llores ¡daddy! ven pa que olvides tus penas, lástimas y dolores ¡rumba! moviendo caderas, eah sacúdelo, nena, eah eh descalzo en la brea tú y yo menea que menea, eah moviendo caderas, eah go! sacúdelo, nena, eah ¡sube! descalzo en la brea ¡su-sube! tú y yo menea que menea, eah ¡sube! moviendo caderas, eah pah sacúdelo, nena, eah da-daddy descalzo en la brea tú y yo menea que menea, eah ¡rumba! moviendo caderas, eah sacúdelo, nena, eah descalzo en la brea tú y yo menea que menea, eah ¡daddy yankee! oh, oh ¡yandel! oh, oh","La letra de la canción es misógina porque promueve la objetivización y sexualización de las mujeres. La letra minimiza y trivializa los sentimientos y experiencias de las mujeres, presentándolas como objetos sexuales para ser disfrutados por los hombres. Además, la letra refuerza estereotipos sexistas y promueve la violencia hacia las mujeres.",1
T1_TRAIN_0230,aunque me haga daño aunque sea extraño aunque cuando no te tengo todo empieza a temblar aunque me hayas capturado dejé la verguenza a un lado solía importarme pero ahora mis venas arden necesito un poco más enganchado a ti no lo voy a negar si te digo: me he quitado no es verdad las evidencias no se pueden ocultar enganchado a ti se me nota al andar por la noche o por el día siempre igual lo reconozco no sé disimular aunque me confundes aunque me transformes aunque sea un míster hyde encantador no seré la excepción no sé cuál es la medida hasta que todo termina nunca supe decir basta no creí que hiciera falta y necesito un poco más enganchado a ti no lo voy a negar si te digo: me he quitado no es verdad las evidencias no se pueden ocultar enganchado a ti se me nota al andar por la noche o por el día siempre igual lo reconozco no sé disimular,"La letra de esta canción no es misógina porque habla de cómo la persona se siente mejor cuando está con esa otra persona, incluso si eso significa hacer cosas que normalmente no harían o sentir dolor. Además, la persona reconoce que no puede fingir y que necesita estar con esa otra persona. Esto demuestra que la persona valora la relación más que cualquier otra cosa.",0
T1_TRAIN_0231,e te vas por que yo quiero que te vayas a la hora que yo quiera te detengo yo se que mi cari te hace falta por que quieras o no yo soy tu dueo yo quiero que te vayas por el mundo y quiero que conozcas mucha gente yo quiero que te besen otros labios para que me compares hoy como siempre si encuentras un amor que te comprenda y sientas que te quiere mas que a nadie entonces yo dare la media vuelta y me ire con el sol cuando muera la tarde,"La letra de esta canción es misógina porque minimiza el valor de las mujeres al decir que su único propósito es satisfacer los deseos del hombre. También sugiere que las mujeres son posesivas y celosas, lo que refuerza la idea de que son inferiores a los hombres.",1
T1_TRAIN_0232,"el rvssian lo maleantes quieren krippy, krippy, krippy, krippy, krippy toas las babys quieren kush, kush, kush, kush, kush lo gangsters quieren krippy, krippy, krippy, krippy, krippy toas las babys quieren kush, kush, kush, kush, kush lo maleantes quieren krippy, krippy, krippy, krippy, krippy toas las babys quieren kush, kush, kush, kush, kush lo gangsters quieren krippy, krippy, krippy, krippy, krippy toas las putas quieren kush jajaja yeh yeh yeh aquí pasamos moñas por el tsa las putas se montan fácil como en gta 200 cajas e paper que pedí en ebay en pr ya es legal, yo firmé la ley fumando como snoop dogg y wiz kha las gatas quieren kush, no quieren friska prendí un bastón como el de la brisca 2 phillies, se queda bizca lo que tú estás haciendo yo lo hice primero bebé, ese novio tuyo es medio culero yo ando por new york con un par de cueros y pila e cuarto pa tos estos cabrones hacerles fiero yo tengo agricultores como piculín los ojos rojos como el chapulín hoy se me olvido beberme la ritalin pero las 602 las bajé con lean pero ahora estoy pal krippy, krippy, krippy, krippy, krippy también tenemos kush, kush, kush, kush, kush lo gangsters quieren krippy, krippy, krippy, krippy, krippy toas las babys quieren kush, kush, kush, kush, kush lo maleantes quieren krippy, krippy, krippy, krippy, krippy toas las babys quieren kush, kush, kush, kush, kush lo gangsters quieren krippy, krippy, krippy, krippy, krippy toas las putas quieren kush skrt, ¡farru! prendo y me pierdo en el humo floto cada vez que fumo capsuleando voy en la nave, nave no corro por la de nadie, nadie no confío en nadie, nadie porque aquí no se sabe, sabe quién es quién ¡wuh! las libras yo las compro y llegan por fedex priority el paquete, next day vía express del celular traqueo con el gps y el shipping se lo cobramo al bobo de tu ex que tiene un guille de bichote y lo que fuma es regular sintéticas de esas que venden por ahí en los puestos legal que le baja a la movie, que pa acá no venga a frontear que somos millonarios, y acabo e comprar par de acres pa sembrar baby tos estos cabrones me quieren matar la vida es una y la tengo que aprovechar no sé si esto es un sueño o será real antes de irme pa otro mundo te quiero probar que cuando muera, yo no sé pa dónde voy si pal cielo o pal infierno, o me quedo onde estoy pal carajo el mañana, sólo pienso en hoy no voa a cambiar, así es que soy, yeah pero ahora estoy pal krippy, krippy, krippy, krippy, krippy también tenemos kush, kush, kush, kush, kush lo gangsters quieren krippy, krippy, krippy, krippy, krippy también tenemos kush, kush, kush, kush, kush lo maleantes quieren krippy, krippy, krippy, krippy, krippy toas las babys quieren kush, kush, kush, kush, kush lo gangsters quieren krippy, krippy, krippy, krippy, krippy toas las putas quieren kush hehe bad bunny, baby farru trapxficante yeh yeh yeh alex killer alex killer hear this music hear this trap kingz, bebé nosotros tenemos la corona del trap, cabrones rvssian","La letra de esta canción es misógina porque hace referencia a la violencia hacia las mujeres y a su objetivización. Además, utiliza lenguaje ofensivo y degradante para referirse a ellas, normalizando así la discriminación y la desigualdad de género. Esta actitud refuerza estereotipos dañinos y promueve actitudes machistas que pueden tener graves consecuencias en la sociedad. Es importante cuestionar este tipo de mensajes y trabajar para promover una cultura más inclusiva y respetuosa.",1
T1_TRAIN_0233,"yo ya ni sé qué estoy esperando si cada día sigo recordando lo que éramo ayer, cómo lo hacíamo ayer sé que esto me hace mal y debo olvidarlo te juro que me paso preguntando cómo olvidaré, cómo olvidaré y e que aún yo tengo algo de ti que por la noche no me deja dormir y tu recuerdo sigue en mí como si lo nuestro nunca hubiera tenido fin y e que aún me queda algo de ti mi cama sigue esperándote a ti como la última vez, que dormiste a mi lado y te vi feli quizás sea tu aroma o la lu de la mañana cuando el sol se asoma cuando despertábamo junto, bebé, sin ropa en tu cama, tú te acuerda, eso no se borra quizás sean esa canciones que bailábamo juntos en la disco en ocasione la pista se prendía, bailábamo reggaetone y luego a la casita luego de fumar do blone no sé lo que e ah-ah-ah, pero siento que tú aún no te va mujer ah-ah-ah aún siento tu risa y caricia en mi piel aún siento tu mano en la mía y sé que eso no está bien pero qué voy a hacer ah-ah-ah si to lo día despierto pensando en uste y aunque me digan que te olvide, no vo a poder ah-ah-ah pero sigo la vida y tú ya no va a volver yo ya ni sé que estoy esperando oh si cada día sigo recordando oh lo que éramo ayer lo que éramo ayer, cómo lo hacíamo ayer lo que hacíamo ayer sé que esto me hace mal y debo olvidarlo ah-ah te juro que me paso preguntando ah-ah cómo olvidaré, cómo olvidaré y e que aún yo tengo algo de ti que por la noche no me deja dormir y tu recuerdo sigue en mí como si lo nuestro nunca hubiera tenido fin y e que aún me queda algo de ti mi cama sigue esperándote a ti como la última vez, que dormiste a mi lado y te vi feli quizás sea tu aroma o la lu de la mañana cuando el sol se asoma cuando despertábamo junto, bebé, sin ropa en tu cama, tú te acuerda, eso no se borra quizás sean esa canciones que bailábamo juntos en la disco en ocasione la pista se prendía, bailábamo reggaetone y luego a la casita luego de fumar do blone","La letra de esta canción no es misógina porque habla de un amor pasado y de los buenos momentos que pasaron juntos. No hay ningún mensaje negativo hacia las mujeres en la letra. Además, la canción menciona que el cantante está tratando de olvidar a su ex pareja, lo que sugiere que ha habido una relación positiva en el pasado.",0
T1_TRAIN_0234,o ando con un cuerno de chivo muy bien aceitado con seguro caido para pandir balas con una pechera antibalas trae varias granadas para detonarlas me sobran agallas una pistola en el cuadril y una en cada pierna tambien en la espalda pa hacerla de malas tengo blindada mi cabeza con la mascarilla que cubre mi rostro y no le entren las balas soy malandrin 100% y a nadie le tengo miedo quien quiera jugar con el fuego se quema en la lumbre pero no respeto en la ciudad ando de negro y aya por la sierra ando camuflajeado pues me ando cuidando con las trocas doble cabina para la plebada que me anda escoltando para todos lados yo soy el jefe de la plaza que entra cuando quiero mientras que haya arreglo con los de alto rango al gobierno traigo asustado porque no respeto ni guachos ni afis tampoco contrarios soy malandrin 100% y a nadie le tengo miedo quien quiera jugar con el fuego se quema en la lumbre pero no respeto,"La letra de esta canción no es misógina porque no hace referencia a ninguna mujer ni contiene ningún lenguaje ofensivo hacia ellas. Además, el personaje principal de la canción es un ""malandro"" (delincuente) que muestra su fuerza y valentía frente a sus oponentes sin hacer mención a mujeres como objetivo de su violencia. Por lo tanto, podemos concluir que la letra de la canción no promueve la misoginia.",0
T1_TRAIN_0235,"erte, me dediqué a perderte ¿por qué no te besé en el alma cuando aún podia? ¿por qué no te abracé la vida cuando la tenía? y yo que no me daba cuenta cuánto te dolía y yo que no sabía el daño que me hacía ¿cómo es que nunca me fijé que ya no sonreías? y que antes de apagar la luz ya nada me decías que a ti el amor se te escapó, que había llegado el día que ya no me sentías, que ya ni te dolía me dediqué a perderte y me ausenté en momentos que se han ido para siempre me dediqué a no verte y me encerré en mi mundo y no pudiste detenerme y me alejé mil veces, y cuando regresé te había perdido para siempre y quise detenerte y entonces descubrí que ya mirabas diferente me dediqué a perderte, me dediqué a perderte ¿por qué no te llené de mí cuando aún había tiempo? ¿por qué no pude comprender lo que a esta hora entiendo? que fuiste todo para mí y que yo estaba ciego te dejé para luego, este maldito ego me dediqué a perderte y me ausenté en momentos que se han ido para siempre me dediqué a no verte y me encerré en mi mundo y no pudiste detenerme y me alejé mil veces, y cuando regresé te había perdido para siempre y quise detenerte y entonces descubrí que ya mirabas diferente me dediqué a perderte, me dediqué a perderte","La letra de la canción no es misógina porque habla de un sentimiento de arrepentimiento por haber dejado ir a alguien importante. La persona lamenta no haber sido más cariñosa y atenta con su pareja, y expresa su tristeza al darse cuenta de que la relación ha terminado. Además, la letra muestra un cambio de perspectiva y una reflexión sobre cómo las acciones y decisiones pueden afectar a los demás.",0
T1_TRAIN_0236,"h como una estrella llegaste a mi vida desnudaste con una mirada mi fantasía aquel beso que pude robarte aclaró mi destino, tú fuiste el camino para recuperarme en tus brazos no siento el peligro en tus ojos encontré el alivio en tus alas quiero descubrir que sigo vivo te amaré, no importa lo que digan te amaré aunque me cueste la vida te amaré aunque quieran separarnos gritaré mil veces que tú eres mía te amaré, hasta mi último día aquel beso que pude robarte aclaró mi destino, tú fuiste el camino para recuperarme en tus brazos no siento el peligro en tus ojos encontré el alivio en tus alas quiero descubrir que sigo vivo te amaré, no importa lo que digan te amaré aunque me cueste la vida te amaré aunque quieran separarnos gritaré mil veces que tú eres mía te amaré, hasta mi último día ouh-no-no, oh-oh-oh","La letra de esta canción no es misógina porque habla sobre cómo el amor de la persona amada ha cambiado su vida y le ha dado fuerza y seguridad. Además, se menciona que el amor por esa persona le ha dado alivio y le ha permitido seguir adelante, incluso frente a las adversidades. También se hace énfasis en la importancia de ese amor y en lo mucho que significa para él o ella.",0
T1_TRAIN_0237,"ítate que masturbas when you told me that it would last for ever i cant believe you didnt think that, i would know better i dont love you, youre just a fuckin skeezer i pleased your beaver but now i gotta leave ya you tried to meterte con el huidos but well know que sus orgasmos son fingidos pues todos sabemos que your pussy es mas grande que meterse en un jacuzzi pensaste que yo quería contigo buscando el anillo que se le perdió a un amigo no sabes ni cuánto me divierte que me quieras tanto por checarte el aceite and now you only want to mess with tito ¡ajá! pero él solo quiere que le chupen el pito y lo dejas con la pinga bien parada y a la hora de la hora no le chupaste nada por eso te dejo mojada un poco vestida y muy alborotada contigo yo no siento nada ¡perra, hija de la chingada! porque antes estabas delgada con los pechos firmes y las nalgas bien paradas pero ahora ya estas muy aguada no hay quien te pele y estás amargada contigo yo no siento nada ¡golfa, gorda interesada! perra arrabalera, perra arrabalera es una perra arrabalera, perra arrabalera perra arrabalera, perra arrabalera es una perra arrabalera, perra arrabalera ¡hey, hey! perra arrabalera, perra arrabalera es una perra arrabalera, perra arrabalera perra arrabalera, perra arrabalera te crees que pareces la vieja más buena te vistes bonito, ya no hay quien te crea y luego te extraña que nadie te quiera ¡pues todos pensamos que traes gonorrea! por ahí ya me dijo un fulano que ahora te gusta también por el ano ya no controlas tu calentura when you see some ass, makes you lose la cordura y ahora dedicas tu vida a las artes de masturbarte ¡culero, culero! ¡culero, culero! perra arrabalera, perra arrabalera es una perra arrabalera, perra arrabalera perra arrabalera, perra arrabalera es una perra arrabalera, perra arrabalera ¡hey, hey! perra arrabalera, perra arrabalera es una perra arrabalera, perra arrabalera perra arrabalera, perra arrabalera es una perra arrabalera, perra arrabalera ¡hey, hey, hey, hey! perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas es una perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas es una perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas ¡hey, hey! perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas es una perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas es una perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas ¡hey, hey! perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas es una perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas es una perra arrabalera, perra arrabalera quítate que masturbas, quítate, quítate que masturbas","La letra de la canción es misógina porque hace referencia a la masturbación femenina como algo negativo y degradante. Además, utiliza lenguaje ofensivo y despectivo hacia la mujer, como ""piruja"" o ""perra"". También minimiza la importancia de la relación sexual entre dos personas y reduce a la mujer a un objeto sexual. La canción refuerza estereotipos dañinos y promueve la objetivización y la discriminación contra las mujeres.",1
